Date of Launch,Geographic Coordinate,COSPAR Number,NORAD Number,Current Official Name of Satellite,Launch Site,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Launch Vehicle,Expected Lifetime (yrs.),Contractor,Country of Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Comments,Unnamed: 27,Source Used for Orbital Data,lat,lon,date,weathercode,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,relative_humidity_2m_mean,weather_summary,Launch Year,year
2011-07-13,"(45.96725377748388, 63.30547994996387)",2011-033E,37743,Globalstar M081,Baikonur Cosmodrome,ESA,USA,Globalstar,Soyuz-2.1a,15.0,Thales Alenia Space,Italy,Commercial,Communications,,LEO,Non-Polar Inclined,0.0,1412.0,1415.0,0.0001927153594141453,52.0,114.1,700.0,,1700,,,www.satellitedebris.net 12/12,45.96725377748388,63.30547994996387,2011-07-13,0,22.4,0.0,0.0,23.3,41.0,0,34,Soleado,2011,2011
2011-07-15,"(13.726115425221352, 80.22658668288408)",2011-034A,37746,GSAT-12,Satish Dhawan Space Center,India,India,Indian Space Research Organization (ISRO),PSLV C17,8.0,Indian Space Research Organization (ISRO),India,Government,Communications,,GEO,,82.94,35761.0,35811.0,0.0005930353923522156,0.09,1436.1,1410.0,559,1430,C-band expansion at this location. Designed for quick turn-around deployment.,,SC - ASCR 9/11,13.726115425221352,80.22658668288408,2011-07-15,61,31.0,3.5,5.0,24.9,52.9,88,58,Lluvia ligera,2011,2011
2011-07-15,"(45.96725377748388, 63.30547994996387)",2011-035B,37749,KazSat-2,Baikonur Cosmodrome,Kazakhstan,Kazakhstan,JSC KazSat,Proton M,12.0,Khrunichev,Russia,Commercial,Communications,,GEO,,86.5,35786.0,35788.0,2.372085300187395e-05,0.03,1436.13,1300.0,,,Replaced KazSat-1.,,JM/9_11,45.96725377748388,63.30547994996387,2011-07-15,2,28.3,0.0,0.0,16.3,29.5,18,25,Parcialmente nublado,2011,2011
2011-07-15,"(45.96725377748388, 63.30547994996387)",2011-035A,37748,SES-3,Baikonur Cosmodrome,Unknown,Luxembourg,SES S.A.,Proton M,15.0,Orbital Sciences Corp.,USA,Commercial,Communications,,GEO,,-103.0,35850.0,35852.0,2.3684896141730418e-05,0.05,1439.41,3112.0,,,"24 C-band; 24 Ku-band, CONUS.",,SC - ASCR,45.96725377748388,63.30547994996387,2011-07-15,2,28.3,0.0,0.0,16.3,29.5,18,25,Parcialmente nublado,2011,2011
2011-07-16,"(28.478816053592052, -80.57606021672525)",2011-036A,37753,USA 232,Cape Canaveral,USA,USA,DoD/US Air Force,Delta 4,12.0,Boeing Satellite Systems,USA,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,20451.0,20464.0,0.00024228869630043797,55.03,729.18,1630.0,,,,,SC - ASCR,28.478816053592052,-80.57606021672525,2011-07-16,63,26.6,5.3,10.0,12.8,23.8,93,88,Lluvia ligera,2011,2011
2011-07-18,"(45.96725377748388, 63.30547994996387)",2011-037A,37755,Spektr-R/RadioAstron,Baikonur Cosmodrome,Russia,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Zenit 3SLBF/Fregat SB,5.0,Lavochkin,Russia,Government,Space Science,,Elliptical,Cislunar,0.0,1000.0,330000.0,0.9571187525455286,51.46,11520.0,3660.0,,,"Featuring a 30-foot (10-meter) wide antenna, ""The aim  is to use the space telescope to conduct interferometer observations to obtain images, coordinates, motions and evolution of angular structure of different radio emitting objects in the universe.""",,SC - ASCR,45.96725377748388,63.30547994996387,2011-07-18,53,26.6,1.0,3.0,30.4,50.8,23,38,Lluvia ligera,2011,2011
2011-07-26,"(28.246289127653373, 102.02655974251424)",2011-038A,37763,Beidou IGSO-4,Xichang Satellite Launch Center,China,China,Chinese Ministry of National Defense,Long March 3A,8.0,Space Technology Research Institute (part of CASC),China,Government/Military,Satellite Navigation,,GEO,,0.0,35708.0,35879.0,0.002027820271087552,55.2,1435.1,4200.0,1900,,Part of Beidou constellation.,,SC - ASCR ,28.246289127653373,102.02655974251424,2011-07-26,53,21.8,0.6,2.0,7.4,28.1,85,77,Lluvia ligera,2011,2011
2011-07-29,"(40.95820141282573, 100.29113255468557)",2011-039A,37765,Shijian 11-02,Jiuquan Satellite Launch Center,China,China,China Academy of Space Technology (CAST),Long March 2C,,China Academy of Space Technology (CAST/DFH Satellite Co. Ltd.,China,Government,Technology Development,,LEO,Sun-Synchronous,0.0,686.0,704.0,0.0012738853503184713,98.2,98.7,,,,Conduct various technology and environmental experiments.,,www.satellitedebris.net 12/12,40.95820141282573,100.29113255468557,2011-07-29,0,27.5,0.0,0.0,14.5,20.9,0,15,Soleado,2011,2011
2011-08-06,"(5.23314401858844, -52.776983796694616)",2011-041B,37776,BSAT-3C/JCSat 110-R,Guiana Space Center,Japan,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Ariane 5 ECA,15.0,Lockheed Martin Commercial Space Systems,USA,Commercial,Communications,,GEO,,110.0,35784.0,35787.0,3.558254557531046e-05,0.05,1436.04,2910.0,,,Co-owned by two companies.,,SC - ASCR,5.23314401858844,-52.776983796694616,2011-08-06,53,26.6,0.8,1.0,19.8,35.3,16,82,Lluvia ligera,2011,2011
2011-08-06,"(5.23314401858844, -52.776983796694616)",2011-041A,37775,Astra 1N,Guiana Space Center,Luxembourg,Luxembourg,SES S.A.,Ariane 5 ECA,15.0,EADS Astrium,France,Commercial,Communications,,GEO,,28.2,35715.0,35780.0,0.000771650739003977,0.12,1434.1,5350.0,,,Direct-to-home and HD television.,,SC - ASCR 9/11,5.23314401858844,-52.776983796694616,2011-08-06,53,26.6,0.8,1.0,19.8,35.3,16,82,Lluvia ligera,2011,2011
2011-08-11,"(28.246289127653373, 102.02655974251424)",2011-042A,37779,Paksat-1R,Xichang Satellite Launch Center,Pakistan,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Long March 3B,15.0,China Aerospace Science and Technology Corp. (CASC),China,Commercial/Government,Communications,,GEO,,38.0,35786.0,35800.0,0.00016602234186371937,0.1,1436.1,5120.0,2100,,"12 C-band, 18 Ku-band.",,SC - ASCR,28.246289127653373,102.02655974251424,2011-08-11,51,22.3,0.4,1.0,7.7,22.3,58,66,Lluvia ligera,2011,2011
2011-08-15,"(38.848744585386704, 111.60792935276686)",2011-043A,37781,Haiyang 2A,Taiyuan Launch Center,China,China,State Oceanic Administration (SOA),Long March 4B,3.0,China Academy of Space Technology (CAST),China,Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,0.0,965.0,967.0,0.00013631406761177754,99.4,104.4,1500.0,,,Ocean-imaging surveillance satellite.,,www.satellitedebris.net 12/12,38.848744585386704,111.60792935276686,2011-08-15,61,20.6,4.0,7.0,16.7,35.6,79,82,Lluvia ligera,2011,2011
2011-08-17,"(50.800636829015794, 59.51676155312275)",2011-044B,37789,NigeriaSat-2,Dombarovsky Air Base,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Dnepr,7.0,Surrey Satellite Technology Ltd. ,UK,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,691.0,705.0,0.0009903791737408036,98.2,98.7,300.0,,,"Development of NigeriaSat-2 involves also on-the-job training of NASRDA engineers at SSTL. Earth observation, also carries DMC equipment.",,www.satellitedebris.net 12/12,50.800636829015794,59.51676155312275,2011-08-17,51,21.7,0.3,1.0,22.1,40.3,51,51,Lluvia ligera,2011,2011
2011-08-17,"(50.800636829015794, 59.51676155312275)",2011-044D,37791,RASAT,Dombarovsky Air Base,Turkey,Turkey,Space Technologies Research Institute,Dnepr,3.0,Space Technologies Research Institute,Turkey,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,667.0,697.0,0.002127056154282473,98.2,98.4,113.0,,,"Primary objectives are to advance Turkish space technology and know-how and observe natural and manmade disasters, monitor coastline changes and pollution, detect illegal settlements and urban land changes, and update existing maps.",,www.satellitedebris.net 12/12,50.800636829015794,59.51676155312275,2011-08-17,51,21.7,0.3,1.0,22.1,40.3,51,51,Lluvia ligera,2011,2011
2011-08-17,"(50.800636829015794, 59.51676155312275)",2011-044C,37790,Nigeriasat-X,Dombarovsky Air Base,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Dnepr,,Surrey Satellite Technology Ltd.,UK,Government,Earth Observation/Technology Development,Optical Imaging,LEO,Sun-Synchronous,0.0,661.0,696.0,0.0024827977583883097,98.2,98.3,100.0,,,Nigerian engineers will completely manage the total lifecycle of the NX and will be responsible for the delivery of the satellite to full flight specification.,,www.satellitedebris.net 12/12,50.800636829015794,59.51676155312275,2011-08-17,51,21.7,0.3,1.0,22.1,40.3,51,51,Lluvia ligera,2011,2011
2011-08-17,"(50.800636829015794, 59.51676155312275)",2011-044F,37793,exactView 6,Dombarovsky Air Base,Canada,Canada,exactEarth,Dnepr,,SpaceQuest,USA,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,627.0,694.0,0.004764952706066425,98.2,98.0,12.0,12,,Continuation of constellation.,,www.satellitedebris.net 12/12,50.800636829015794,59.51676155312275,2011-08-17,51,21.7,0.3,1.0,22.1,40.3,51,51,Lluvia ligera,2011,2011
2011-08-17,"(50.800636829015794, 59.51676155312275)",2011-044E,37792,AprizeSat 5,Dombarovsky Air Base,USA,Canada,"Aprize Satellite, Argentina",Dnepr,,SpaceQuest,USA,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,610.0,694.0,0.005981201936770151,98.2,97.8,12.0,12,,Continuation of constellation.,,www.satellitedebris.net 12/12,50.800636829015794,59.51676155312275,2011-08-17,51,21.7,0.3,1.0,22.1,40.3,51,51,Lluvia ligera,2011,2011
2011-09-18,"(28.246289127653373, 102.02655974251424)",2011-047A,37804,Zhongxing 1A,Xichang Satellite Launch Center,China,China,People's Liberation Army (C41),Long March 3B,,China Academy of Space Technology (CAST),China,Military,Communications,,GEO,,129.84,35778.0,35796.0,0.00021348767701686553,0.3,1436.13,5200.0,,,Possible replacement for Zhongxing 22A.,,JMSatcat/1_22,28.246289127653373,102.02655974251424,2011-09-18,61,18.7,9.7,20.0,10.5,40.3,100,87,Lluvia ligera,2011,2011
2011-09-21,"(5.23314401858844, -52.776983796694616)",2011-049A,37809,SES-2,Guiana Space Center,ESA,Luxembourg,SES S.A.,Ariane 5 ECA,18.0,Orbital Sciences Corp.,USA,Commercial,Communications,,GEO,,-87.0,35778.0,35798.0,0.00023720290336353718,0.01,1436.19,3200.0,,5000,24 active C-band and 24 Ku-band transponders;  provides comprehensive coverage of North America and the Caribbean. Also features the Commercially Hosted InfraRed Payload (CHIRP) for U.S. Air Force--wide-field of view sensor to validate space-based infrared technologies from geosynchronous orbit.,,JM/1_12,5.23314401858844,-52.776983796694616,2011-09-21,51,27.0,1.1,6.0,16.3,30.6,58,83,Lluvia ligera,2011,2011
2011-09-21,"(5.23314401858844, -52.776983796694616)",2011-049B,37810,Arabsat 5C,Guiana Space Center,Unknown,Multinational,Arab Satellite Communications Org. (ASCO),Ariane 5 ECA,15.0,Astrium/Thales Alenia Space,France,Government,Communications,,GEO,,19.99,35766.0,35805.0,0.00046257309247903596,0.06,1436.06,4630.0,,,"26 active C-band transponders, 12 active Ka-band transponders",,JM/1_12,5.23314401858844,-52.776983796694616,2011-09-21,51,27.0,1.1,6.0,16.3,30.6,58,83,Lluvia ligera,2011,2011
2011-09-23,"(30.37513340280436, 130.95763536784997)",2011-050A,37813,IGS-6A,Tanegashima Space Center,Japan,Japan,Cabinet Satellite Intelligence Center (CSIC),H2A,5.0,Mitsubishi/Toshiba,Japan,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,588.0,591.0,0.00021553272505208708,97.69,96.47,1600.0,,,Radar reconnaissance.,,ZARYA,30.37513340280436,130.95763536784997,2011-09-23,3,23.0,0.0,0.0,26.8,37.1,62,54,Parcialmente nublado,2011,2011
2011-09-24,"(33.75803115528897, -118.21714540854131)",2011-051A,37816,Eutelsat 7 West A,Sea Launch Odyssey,ESA,Multinational,EUTELSAT S.A./Nilesat,Zenit 3SL,15.0,Astrium,France,Commercial,Communications,,GEO,,-7.0,35774.0,35799.0,0.0002965141793080545,0.06,1436.09,4600.0,,12000,Replaces Atlantic Bird 4A at 7 West.,,JM/1_12,33.75803115528897,-118.21714540854131,2011-09-24,51,19.6,0.3,1.0,15.3,29.9,48,77,Lluvia ligera,2011,2011
2011-09-27,"(57.43532950799345, -152.33958590527274)",2011-052A,37818,TacSat 4,Kodiak Launch Complex,USA,USA,Naval Research Laboratory,Minotaur 4,,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Military,Technology Development,,Elliptical,Molniya,0.0,658.0,11836.0,0.4429737655544107,63.64,235.16,450.0,,1000,10 Ultra High Frequency (UHF) channels; allows forward deployed troops to communicate using existing hand-held radios without the need to stop and point an antenna towards the satellite,,JMSatcat/5_21,57.43532950799345,-152.33958590527274,2011-09-27,3,6.0,0.0,0.0,10.8,27.7,36,86,Parcialmente nublado,2011,2011
2011-09-29,"(45.96725377748388, 63.30547994996387)",2011-054A,37826,QueztSat-1,Baikonur Cosmodrome,ESA,USA,SES S.A. -- total capacity leased to subsidiary of EchoStar Corp. ,Proton M,15.0,Space Systems/Loral,USA,Commercial,Communications,,GEO,,-77.01,35774.0,35798.0,0.0002846569883290635,0.02,1436.09,5514.0,,,"High-power communications satellite; coverage of Mexico, North America, and Central America; fully contracted to a subsidiary of EchoStar Corp.; will be used in part by Dish Mexico for Direct-To-Home (DTH) services in Mexico.",,JM/1_12,45.96725377748388,63.30547994996387,2011-09-29,0,12.5,0.0,0.0,11.8,18.4,0,46,Soleado,2011,2011
2011-10-05,"(45.96725377748388, 63.30547994996387)",2011-056A,37834,Intelsat 18,Baikonur Cosmodrome,USA,USA,Intelsat S.A.,Zenit,15.0,Orbital Sciences Corp.,USA,Commercial,Communications,,GEO,,180.0,35775.0,35797.0,0.0002609355726349749,0.01,1436.09,3200.0,,,"24 C-band, 12 Ku-band; Asia Pacific Region",,JM/1_12,45.96725377748388,63.30547994996387,2011-10-05,51,10.7,0.1,1.0,31.9,51.1,62,68,Lluvia ligera,2011,2011
2011-10-07,"(28.246289127653373, 102.02655974251424)",2011-057A,37836,Eutelsat 16A,Xichang Satellite Launch Center,ESA,Multinational,EUTELSAT S.A.,Long March 3B,,Thales Alenia Space,France,Commercial,Communications,,GEO,,16.0,35779.0,35795.0,0.0001897668240149916,0.2,1436.12,5400.0,,,53 Ku and three Ka transponders; will provide capacity for broadcasting and telecom/data services to Central Europe and Indian Ocean islands. Will support digital video broadcasting markets while coverage of Africa stretching from Senegal to South Africa will serve data and telecom markets.,,JM/1_12,28.246289127653373,102.02655974251424,2011-10-07,2,17.2,0.0,0.0,8.0,27.0,28,74,Parcialmente nublado,2011,2011
2011-10-12,"(13.726115425221352, 80.22658668288408)",2011-058D,37841,SRMSat,Satish Dhawan Space Center,India,India,SRM University,PSLV,1.0,SRM University,India,Civil,Technology Development,,LEO,Non-Polar Inclined,0.0,850.0,868.0,0.0012449854751694564,20.0,102.1,10.9,,,To build a nanosatellite with a mass less than 10kg; to be launched by PSLV and to estimate the amount for atmospheric greenhouse gases; to provide hands on experience to the student and the faculty of SRM University in building small satellite; to develop a nanosatellite bus.,,www.satellitedebris.net 12/12,13.726115425221352,80.22658668288408,2011-10-12,61,26.7,9.8,17.0,15.5,26.3,85,86,Lluvia ligera,2011,2011
2011-10-12,"(13.726115425221352, 80.22658668288408)",2011-058A,37838,Megha-Tropiques,Satish Dhawan Space Center,India,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),PSLV,5.0,Indian Space Research Organization (ISRO),India,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.0,853.0,868.0,0.0010372726644077173,20.0,102.2,1000.0,,,The data collected by the satellite will allow improvement in knowledge on the water cycle contribution to the climate dynamic in the tropical atmosphere and our understanding of the processes linked to the tropical convection.,,www.satellitedebris.net 12/12,13.726115425221352,80.22658668288408,2011-10-12,61,26.7,9.8,17.0,15.5,26.3,85,86,Lluvia ligera,2011,2011
2011-10-19,"(45.96725377748388, 63.30547994996387)",2011-059A,37843,ViaSat-1,Baikonur Cosmodrome,USA,USA,"ViaSat, Inc.",Proton M,15.0,Space Systems/Loral,USA,Commercial,Communications,,GEO,,-115.0,35775.0,35796.0,0.0002490778190271732,0.04,1436.09,6740.0,,,"Provide much faster Internet service to more than 1 million customers outside the reach of cable or DSL services at similar prices to existing satellite broadband; also using capacity to power in-flight Internet service by JetBlue, as well as defense and other uses.",,JM/12_08,45.96725377748388,63.30547994996387,2011-10-19,0,7.8,0.0,0.0,24.8,40.0,0,42,Soleado,2011,2011
2011-10-21,"(5.23314401858844, -52.776983796694616)",2011-060A,37846,Galileo IOV-1 PFM,Guiana Space Center,Unknown,ESA,European Space Agency (ESA),Soyuz-Fregat,12.0,Astrium/Thales Alenia Space,Germany/UK/Italy,Commercial,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,23240.0,23306.0,0.0011132476469992915,54.68,846.88,700.0,,1420,Operational nucleus of the full 30-satellite constellation.,,SC - ASCR,5.23314401858844,-52.776983796694616,2011-10-21,63,25.0,19.5,16.0,17.3,29.5,100,90,Lluvia ligera,2011,2011
2011-10-21,"(5.23314401858844, -52.776983796694616)",2011-060B,37847,Galileo IOV-1 FM2,Guiana Space Center,Unknown,ESA,European Space Agency (ESA),Soyuz-Fregat,12.0,Astrium/Thales Alenia Space,Germany/UK/Italy,Commercial,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,23242.0,23307.0,0.0010963247820000338,54.67,846.98,700.0,,1420,Operational nucleus of the full 30-satellite constellation.,,SC - ASCR,5.23314401858844,-52.776983796694616,2011-10-21,63,25.0,19.5,16.0,17.3,29.5,100,90,Lluvia ligera,2011,2011
2011-10-28,"(34.74738558053763, -120.57287382598979)",2011-061A,37849,NPP,Vandenberg AFB,USA,USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Delta 2,,Ball Aerospace,USA,Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,0.0,827.0,827.0,0.0,98.7,101.4,2128.0,,,Continues key data records that are critical for climate change science.,,www.satellitedebris.net 12/12,34.74738558053763,-120.57287382598979,2011-10-28,2,15.0,0.0,0.0,16.2,26.3,8,65,Parcialmente nublado,2011,2011
2011-10-28,"(34.74738558053763, -120.57287382598979)",2011-061F,37855,M-Cubed/E1P-U2,Vandenberg AFB,USA,USA,University of Michigan/Montana University,Delta 7920,,University of Michigan/Montana University/Montana Space Grant Consortium,USA,Civil,Technology Development,,LEO,Polar,0.0,442.0,724.0,0.020279016251977564,101.7,97.45,2.0,,,M-Cubed is as a technology demonstrator platform for high resolution imaging technology intended for use in a future Nasa mission; E1P-U2 mission is to detect the Van Allen radiation belts.,,WT,34.74738558053763,-120.57287382598979,2011-10-28,2,15.0,0.0,0.0,16.2,26.3,8,65,Parcialmente nublado,2011,2011
2011-11-04,"(45.96725377748388, 63.30547994996387)",2011-064A,37867,Cosmos 2476,Baikonur Cosmodrome,Russia,Russia,Ministry of Defense,Proton M,7.0,ISS Reshetnev,Russia,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,19142.0,19204.0,0.0012136397447441568,64.8,677.46,1415.0,,1000,,,SC - ASCR,45.96725377748388,63.30547994996387,2011-11-04,3,5.8,0.0,0.0,22.3,32.0,52,60,Parcialmente nublado,2011,2011
2011-11-04,"(45.96725377748388, 63.30547994996387)",2011-064C,37869,Cosmos 2475,Baikonur Cosmodrome,Russia,Russia,Ministry of Defense,Proton M,7.0,ISS Reshetnev,Russia,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,19139.0,19212.0,0.001428823080385978,64.78,677.54,1415.0,,1000,,,SC - ASCR,45.96725377748388,63.30547994996387,2011-11-04,3,5.8,0.0,0.0,22.3,32.0,52,60,Parcialmente nublado,2011,2011
2011-11-04,"(45.96725377748388, 63.30547994996387)",2011-064B,37868,Cosmos 2477,Baikonur Cosmodrome,Russia,Russia,Ministry of Defense,Proton M,7.0,ISS Reshetnev,Russia,Commercial/Military,Satellite Navigation,,MEO,Non-Polar Inclined,0.0,19150.0,19199.0,0.0009591105717473428,64.8,677.5,1415.0,,1000,,,SC - ASCR,45.96725377748388,63.30547994996387,2011-11-04,3,5.8,0.0,0.0,22.3,32.0,52,60,Parcialmente nublado,2011,2011
2011-11-09,"(38.848744585386704, 111.60792935276686)",2011-066B,37875,Yaogan 12,Taiyuan Launch Center,China,China,Chinese Ministry of National Defense,Long March 4B,,China Academy of Space Technology (CAST),China,Military,Earth Observation,,LEO,Sun-Synchronous,0.0,487.0,496.0,0.0006558332726080303,97.4,94.4,,,,,,www.satellitedebris.net 12/12,38.848744585386704,111.60792935276686,2011-11-09,3,0.7,0.0,0.0,9.1,19.1,13,59,Parcialmente nublado,2011,2011
